client_id,שם,גיל,מגדר,עיר,סוג_שירות,תאריך_הצטרפות,סכום_תיק,הכנסה_חודשית,מספר_פניות_שנה_אחרונה,זמן_תגובה_ממוצע_שעות,שביעות_רצון,סטטוס,תאריך_נטישה
C1215,שני אברהם,68,נקבה,אשדוד,פנסיה,06/04/2021,647268,6029,7,12,2,לא פעיל,20/07/2022
C1216,תומר רביב,59,זכר,נתניה,תכנון פיננסי,27/10/2020,562205,5575,14,34.1,3,פעיל,
C1217,שלמה חזן,48,זכר,הוד השרון,חיסכון ארוך טווח,16/08/2019,298304,3750,14,33.1,3,פעיל,
C1218,שני ברק,65,נקבה,רמת גן,ייעוץ השקעות,24/11/2019,895161,4582,8,79.9,3,פעיל,
C1219,רון רוזן,27,זכר,באר שבע,ביטוח בריאות,12/09/2019,3700114,6766,13,50.6,3,לא פעיל,18/12/2020
C1220,גיא שפירא,25,זכר,כפר סבא,תכנון פיננסי,18/09/2023,1175576,3491,14,29.6,9,פעיל,
C1221,שלמה ברק,37,זכר,רמת גן,ביטוח רכב,11/05/2025,1004353,4067,11,44.2,4,פעיל,
C1222,ליאור גולדשטיין,57,זכר,ראשון לציון,תכנון פיננסי,14/05/2020,406848,4353,6,82.8,10,פעיל,
C1223,יותם פרץ,47,זכר,תל אביב,ביטוח בריאות,10/03/2019,367862,4546,2,29.5,5,לא פעיל,18/09/2019
C1224,דנה פרץ,58,נקבה,פתח תקווה,ביטוח בריאות,16/11/2025,1253803,1048,8,27.8,10,פעיל,
C1225,ניר תמיר,35,זכר,חיפה,פנסיה,09/07/2025,1213791,3006,12,72.3,8,פעיל,
C1226,עידו תורג׳מן,57,זכר,גבעתיים,ביטוח חיים,05/07/2025,1617472,4586,14,68.8,8,פעיל,
C1227,משה דהן,41,זכר,הרצליה,ביטוח בריאות,18/05/2020,206741,5480,13,91.5,5,פעיל,
C1228,ליאור רביב,69,זכר,מודיעין,ייעוץ מס,30/04/2022,1069610,2885,4,62.4,2,פעיל,
C1229,מורן פרידמן,54,נקבה,נתניה,ייעוץ מס,25/08/2019,208176,2950,10,56.5,1,פעיל,
C1230,יצחק פרידמן,32,זכר,תל אביב,תכנון פיננסי,26/07/2024,1124810,1629,3,39.4,10,לא פעיל,27/07/2025
C1231,יצחק רביב,49,זכר,חיפה,חיסכון ארוך טווח,07/05/2025,1067871,1654,0,9.6,5,לא פעיל,29/03/2027
C1232,יצחק קדוש,52,זכר,תל אביב,ביטוח חיים,16/04/2023,864440,1555,1,76,3,לא פעיל,19/11/2023
C1233,תומר שגיא,41,זכר,באר שבע,ייעוץ השקעות,01/01/2020,757817,1461,13,77.3,4,פעיל,
C1234,משה שגיא,51,זכר,מודיעין,ביטוח בריאות,30/08/2021,1124019,4359,15,69.1,2,לא פעיל,11/01/2023
C1235,דנה ביטון,42,נקבה,חיפה,ביטוח רכב,24/03/2024,906602,249,13,78.9,5,פעיל,
C1236,עידו פרידמן,36,זכר,הוד השרון,ביטוח בריאות,28/04/2023,353381,6606,15,8.8,4,פעיל,
C1237,צחי סופר,62,זכר,תל אביב,ביטוח חיים,27/05/2022,633918,6803,2,36.5,8,פעיל,
C1238,ניר אלון,40,זכר,נתניה,ביטוח רכב,17/09/2020,392902,2577,5,41.2,6,פעיל,
C1239,צחי גבאי,31,זכר,כפר סבא,ייעוץ מס,13/08/2019,548596,4458,4,35.1,9,פעיל,
C1240,שלמה טובים,66,זכר,הוד השרון,ביטוח חיים,20/11/2024,1104951,6567,1,8.5,2,לא פעיל,15/12/2025
C1241,שירה שגיא,27,נקבה,באר שבע,פנסיה,17/03/2023,1168417,4090,7,38.4,1,פעיל,
C1242,משה סגל,45,זכר,רעננה,ייעוץ השקעות,14/09/2019,305963,4741,7,36.4,1,פעיל,
C1243,יצחק שפירא,28,זכר,ראשון לציון,ביטוח בריאות,27/08/2019,339321,2266,0,61,1,פעיל,
C1244,מורן סגל,66,נקבה,חיפה,ביטוח בריאות,01/11/2019,819474,2856,0,23.9,8,לא פעיל,09/07/2021
C1245,בועז נגר,68,זכר,חיפה,ייעוץ מס,08/01/2020,733383,3142,5,26.3,5,פעיל,
C1246,רחל כהן,29,נקבה,תל אביב,ביטוח בריאות,20/05/2019,1008213,4048,0,95.4,7,פעיל,
C1247,עדי רביב,39,נקבה,חיפה,ביטוח חיים,14/02/2019,426955,3821,1,43.5,4,לא פעיל,01/09/2019
C1248,גל עוז,49,נקבה,רמת גן,חיסכון ארוך טווח,25/01/2021,861439,5538,13,91.9,8,לא פעיל,05/09/2022
C1249,גיא כהן,25,זכר,ראשון לציון,ייעוץ השקעות,05/03/2024,1194613,5449,13,48.4,5,פעיל,
C1250,אמיר אברהם,45,זכר,נתניה,ייעוץ השקעות,04/12/2019,898716,6131,11,15.6,9,פעיל,
C1251,ליאת בן דוד,33,נקבה,מודיעין,ייעוץ מס,19/07/2019,669921,4328,11,93.7,7,פעיל,
C1252,שרה כהן,72,נקבה,כפר סבא,חיסכון ארוך טווח,23/12/2023,1453600,2758,15,51.9,10,פעיל,
C1253,שירה ביטון,71,נקבה,מודיעין,תכנון פיננסי,12/10/2020,659746,1150,13,82.4,7,פעיל,
C1254,דוד פינטו,41,זכר,אשדוד,ביטוח רכב,20/04/2021,720752,3992,15,62.8,9,פעיל,
C1255,גדי בנימין,33,זכר,ירושלים,ייעוץ השקעות,14/02/2025,981308,6578,14,26.5,10,פעיל,
C1256,יוסי בן דוד,41,זכר,ראשון לציון,פנסיה,12/06/2020,1037160,2829,7,82.2,2,פעיל,
C1257,קובי זמיר,35,זכר,כפר סבא,פנסיה,07/07/2020,1017741,426,6,54.3,4,פעיל,
C1258,עדי ברק,60,נקבה,הרצליה,ביטוח חיים,11/10/2025,961232,2681,11,73.1,6,פעיל,
C1259,גיא ינאי,45,זכר,פתח תקווה,ביטוח רכב,08/11/2025,1824824,3860,7,79.1,3,לא פעיל,17/01/2027
C1260,גיא מזרחי,56,זכר,כפר סבא,פנסיה,09/04/2024,937445,1446,4,80,7,לא פעיל,16/04/2025
C1261,איתי בן דוד,41,זכר,הוד השרון,תכנון פיננסי,25/08/2020,775013,2526,3,71.9,1,פעיל,
C1262,נועה דהן,52,נקבה,ירושלים,ייעוץ מס,15/02/2024,596267,2508,9,39,6,לא פעיל,23/12/2025
C1263,אמיר לוי,46,זכר,ירושלים,ביטוח רכב,21/06/2020,487051,757,6,10.4,1,לא פעיל,27/10/2020
C1264,משה לוי,62,זכר,מודיעין,ייעוץ השקעות,09/10/2024,1326407,6440,8,70.7,6,לא פעיל,26/05/2025
C1265,עומר הררי,52,זכר,פתח תקווה,ביטוח רכב,27/06/2021,320958,4728,7,82.2,6,פעיל,
C1266,ניר ברזילי,34,זכר,באר שבע,ביטוח רכב,04/02/2024,1030544,6059,10,33.1,5,פעיל,
C1267,משה ברזילי,59,זכר,חיפה,ביטוח רכב,04/10/2021,1088849,6715,13,61.9,4,פעיל,
C1268,אלון ביטון,40,זכר,כפר סבא,ביטוח בריאות,01/12/2021,1071352,5462,6,68.6,9,לא פעיל,15/05/2023
C1269,שרה שגיא,32,נקבה,ראשון לציון,ביטוח רכב,24/12/2023,1024716,1238,11,33.1,9,פעיל,
C1270,רון מזרחי,49,זכר,רעננה,ביטוח חיים,12/04/2020,744116,1378,11,12.9,5,לא פעיל,28/07/2021
C1271,רונית ביטון,67,נקבה,הרצליה,ביטוח בריאות,19/10/2023,1736348,5996,14,58.1,4,לא פעיל,03/05/2025
C1272,תמר סגל,47,נקבה,רמת גן,פנסיה,24/02/2020,2996410,2836,6,61.2,1,פעיל,
C1273,עדי שפירא,56,נקבה,כפר סבא,ביטוח חיים,26/03/2022,627157,3483,11,69.5,5,לא פעיל,23/09/2023
C1274,איתי נחמני,32,זכר,אשדוד,ביטוח חיים,31/01/2020,918367,2954,15,37.3,8,פעיל,
C1275,עומר חורב,63,זכר,נתניה,ביטוח רכב,07/02/2022,1083454,4786,13,66.1,2,לא פעיל,26/11/2022
C1276,ליאור ביטון,62,זכר,הרצליה,ייעוץ מס,10/08/2020,610291,1251,10,76.6,2,פעיל,
C1277,רון פרנקל,58,זכר,הוד השרון,פנסיה,17/11/2021,953129,5724,0,31.5,9,לא פעיל,18/08/2023
C1278,שלמה שפירא,66,זכר,ראשון לציון,ביטוח רכב,20/12/2019,551290,2140,8,18.1,1,לא פעיל,18/06/2020
C1279,אלון בכר,42,זכר,נתניה,פנסיה,05/11/2022,1063389,5111,8,20.9,5,לא פעיל,18/09/2024
C1280,תמר מור,49,נקבה,רמת גן,ביטוח בריאות,08/08/2021,823045,6355,4,91.8,9,לא פעיל,11/12/2022
C1281,דני ביטון,32,זכר,חיפה,ביטוח בריאות,22/03/2021,776636,6766,7,11.7,8,לא פעיל,07/06/2022
C1282,אמיר סגל,57,זכר,הרצליה,ייעוץ השקעות,15/11/2025,1177015,2571,11,53.4,4,פעיל,
C1283,דנה שפירא,44,נקבה,פתח תקווה,ביטוח חיים,03/05/2025,1368540,5965,4,38.4,5,פעיל,
C1284,הדר עוז,33,נקבה,באר שבע,ייעוץ מס,16/10/2020,314870,5938,8,47.8,9,פעיל,
C1285,משה רביב,31,זכר,גבעתיים,תכנון פיננסי,15/05/2022,986875,2713,4,36.5,9,פעיל,
C1286,דני שפירא,71,זכר,באר שבע,ייעוץ השקעות,22/07/2022,1049627,4451,11,75.8,4,פעיל,
C1287,רונית דהן,48,נקבה,ראשון לציון,ייעוץ השקעות,01/10/2021,799964,6426,5,9.6,4,פעיל,
C1288,עדי אלון,38,נקבה,גבעתיים,פנסיה,29/03/2025,1438466,1581,4,21.2,6,פעיל,
C1289,גיא בוחבוט,35,זכר,מודיעין,ייעוץ השקעות,24/03/2020,815836,6718,14,24.3,2,פעיל,
C1290,דוד ברק,50,זכר,פתח תקווה,ייעוץ מס,01/12/2025,1071907,1705,15,36.9,2,לא פעיל,25/04/2027
C1291,גל דהן,68,נקבה,באר שבע,חיסכון ארוך טווח,04/09/2019,439381,182,0,10.3,6,לא פעיל,09/11/2019
C1292,טל בנימין,49,זכר,רמת גן,ייעוץ מס,06/06/2021,1225997,2528,9,10.2,6,לא פעיל,28/08/2021
C1293,עידו ביטון,25,זכר,כפר סבא,ייעוץ מס,06/09/2020,1218925,2371,9,12.9,5,פעיל,
C1294,רון כהן,38,זכר,פתח תקווה,פנסיה,18/10/2025,34923,5783,4,6.6,6,פעיל,
C1295,מורן פרץ,50,נקבה,ירושלים,ביטוח בריאות,16/03/2025,1012967,2311,13,15.4,8,לא פעיל,22/07/2026
C1296,עומר ביטון,48,זכר,גבעתיים,ייעוץ השקעות,12/08/2022,1156446,6282,8,93.6,9,פעיל,
C1297,תומר פרץ,32,זכר,באר שבע,חיסכון ארוך טווח,23/09/2019,894802,3737,0,68.1,9,פעיל,
C1298,שלמה ברזילי,69,זכר,ירושלים,ייעוץ מס,03/09/2022,711594,3611,15,19.1,5,לא פעיל,03/12/2023
C1299,רון לוי,47,זכר,פתח תקווה,ביטוח חיים,03/05/2022,912308,903,3,29,6,פעיל,
C1300,גדי נגר,35,זכר,גבעתיים,ביטוח רכב,09/09/2022,1064301,4316,8,44.8,4,פעיל,
C1301,בועז צור,56,זכר,פתח תקווה,ייעוץ השקעות,10/03/2023,1359245,4859,3,38.2,1,פעיל,
C1302,נועה רביב,54,נקבה,אשדוד,ביטוח רכב,31/12/2024,1468092,5911,14,8.3,7,פעיל,
C1303,ניר ביטון,62,זכר,אשדוד,ביטוח בריאות,13/08/2021,1017298,5303,8,90.4,1,לא פעיל,10/04/2023
C1304,איתי עזרא,67,זכר,רעננה,ביטוח בריאות,02/09/2024,1185133,5097,12,49.2,1,פעיל,
C1305,נתן שמש,71,זכר,הוד השרון,חיסכון ארוך טווח,21/06/2022,828708,3439,1,18.5,4,לא פעיל,02/06/2023
C1306,אמיר תמיר,65,זכר,רמת גן,ביטוח חיים,11/10/2022,823792,4994,6,75.5,6,פעיל,
C1307,שלמה ויס,52,זכר,גבעתיים,ביטוח חיים,17/03/2020,807533,4328,11,84.6,3,פעיל,
C1308,עומר בן דוד,72,זכר,הרצליה,פנסיה,06/11/2024,1810219,5629,12,94.3,5,פעיל,
C1309,תמר בן דוד,48,נקבה,פתח תקווה,ייעוץ השקעות,24/03/2024,1192677,1994,4,68.2,6,פעיל,
C1310,אריאל יפרח,26,זכר,נתניה,ייעוץ מס,08/11/2019,727003,5843,13,17.8,4,פעיל,
C1311,גדי תורג׳מן,67,זכר,הוד השרון,ביטוח בריאות,25/09/2023,679606,5987,10,36.6,5,פעיל,
C1312,יוסי רביב,32,זכר,פתח תקווה,תכנון פיננסי,22/01/2025,1361032,2149,9,36.4,7,לא פעיל,10/12/2025
C1313,תומר פרידמן,35,זכר,ראשון לציון,ביטוח רכב,25/02/2024,1036972,4487,0,58.6,6,לא פעיל,22/05/2025
C1314,משה אלון,51,זכר,נתניה,ייעוץ מס,14/02/2020,658652,165,12,17,1,פעיל,
C1315,משה אברהם,41,זכר,פתח תקווה,חיסכון ארוך טווח,30/12/2021,1046454,5372,2,58.5,10,פעיל,
C1316,רועי גנור,32,זכר,רמת גן,פנסיה,19/07/2021,551158,3595,8,94,5,לא פעיל,12/01/2023
C1317,גיא גולדשטיין,44,זכר,באר שבע,פנסיה,01/07/2023,1068050,4641,1,76.8,6,לא פעיל,02/09/2023
C1318,גל ברק,70,נקבה,אשדוד,ייעוץ השקעות,28/10/2024,1256085,4531,1,7.9,8,פעיל,
C1319,יעל גולדשטיין,48,נקבה,כפר סבא,ביטוח חיים,29/06/2023,875071,6519,3,38.5,7,פעיל,
C1320,רונית מזרחי,58,נקבה,גבעתיים,ביטוח רכב,08/11/2024,724400,2421,3,40.8,10,פעיל,
C1321,מיכל מור,61,נקבה,תל אביב,ביטוח חיים,11/01/2021,598356,5404,6,79.7,9,פעיל,
C1322,סהר בכר,53,זכר,ראשון לציון,ביטוח רכב,22/07/2020,750683,6559,13,22.5,2,פעיל,
C1323,יצחק מור,32,זכר,ירושלים,פנסיה,02/02/2020,916611,5224,5,24,6,פעיל,
C1324,שלמה הלוי,46,זכר,פתח תקווה,ייעוץ השקעות,04/10/2020,666634,2369,5,3.1,7,פעיל,
C1325,יצחק פרץ,57,זכר,גבעתיים,חיסכון ארוך טווח,12/08/2024,1393112,6585,13,39.7,3,פעיל,
C1326,גל סגל,42,נקבה,רמת גן,חיסכון ארוך טווח,25/04/2025,1239436,1677,3,57.3,6,לא פעיל,29/07/2026
C1327,ליאור פרץ,55,זכר,כפר סבא,תכנון פיננסי,12/10/2019,50000,3450,15,30.4,8,פעיל,
C1328,שירה פרץ,43,נקבה,נתניה,ייעוץ מס,11/04/2022,1064360,960,9,16.7,7,פעיל,
C1329,רון ברק,53,זכר,גבעתיים,ביטוח רכב,23/05/2023,1392947,6773,3,83.3,5,פעיל,
C1330,עומר דהן,56,זכר,תל אביב,ביטוח בריאות,10/03/2022,719616,6595,13,19.7,4,פעיל,
C1331,סהר פרץ,34,זכר,רמת גן,ביטוח רכב,29/08/2021,678737,230,6,50.6,10,לא פעיל,04/07/2022
C1332,תמר לוי,70,נקבה,חיפה,ביטוח רכב,21/06/2021,1253782,2492,7,18.7,5,פעיל,
C1333,יוסי פרידמן,60,זכר,פתח תקווה,ייעוץ השקעות,11/10/2021,634475,5388,6,92,6,לא פעיל,07/09/2023
C1334,דני שגיא,26,זכר,נתניה,תכנון פיננסי,20/08/2023,844902,1600,14,24.7,6,לא פעיל,10/09/2024
C1335,דנה רוזן,46,נקבה,גבעתיים,חיסכון ארוך טווח,02/08/2024,1068108,5691,8,49.7,4,פעיל,
C1336,איתי שפירא,30,זכר,הוד השרון,ביטוח בריאות,08/03/2022,540955,1750,4,78.7,2,פעיל,
C1337,אריאל זילברמן,72,זכר,כפר סבא,ביטוח חיים,24/04/2025,1136264,5419,15,7.7,5,פעיל,
C1338,רון אזולאי,56,זכר,הוד השרון,תכנון פיננסי,07/07/2019,680968,622,4,35.8,4,פעיל,
C1339,אבי ינאי,61,זכר,ראשון לציון,ביטוח רכב,29/04/2023,1563656,314,14,67.5,10,פעיל,
C1340,הדר פרידמן,39,נקבה,באר שבע,תכנון פיננסי,12/10/2022,1445244,5366,14,16.1,7,פעיל,
C1341,שני שפירא,32,נקבה,ירושלים,פנסיה,04/04/2025,1605762,6889,13,26.1,3,פעיל,
C1342,נועה אברהם,68,נקבה,הרצליה,ייעוץ השקעות,21/05/2022,1233509,2622,11,75.4,8,לא פעיל,09/01/2024
C1343,גל ביטון,64,נקבה,גבעתיים,ביטוח רכב,07/07/2020,732166,125,11,73.3,2,פעיל,
C1344,רחל אברהם,41,נקבה,רמת גן,ביטוח חיים,26/01/2021,750470,4934,5,67.6,9,לא פעיל,16/06/2021
C1345,יותם כץ,46,זכר,באר שבע,ייעוץ השקעות,01/01/2025,1193833,6532,11,65.2,4,פעיל,
C1346,אלון פרנקל,65,זכר,רמת גן,ייעוץ השקעות,08/11/2023,1736255,6072,5,82.5,7,פעיל,
C1347,דור זמיר,48,זכר,נתניה,תכנון פיננסי,08/06/2025,1073713,4776,14,76.6,2,פעיל,
C1348,אלון סלומון,57,זכר,נתניה,ביטוח חיים,10/01/2022,814219,1574,7,44.3,3,פעיל,
C1349,דני כהן,42,זכר,הוד השרון,ביטוח חיים,12/09/2020,540397,926,3,3.4,6,לא פעיל,26/05/2022
C1350,אבי פרידמן,53,זכר,רעננה,ביטוח רכב,26/02/2023,879675,6390,13,41.7,6,פעיל,
C1351,דוד פרידמן,62,זכר,אשדוד,ייעוץ מס,25/09/2020,495129,1996,0,94.3,1,לא פעיל,26/11/2021
C1352,שלמה רביב,26,זכר,נתניה,ביטוח בריאות,29/07/2019,522946,3420,9,6.4,8,לא פעיל,14/03/2021
C1353,דנה כהן,33,נקבה,תל אביב,חיסכון ארוך טווח,24/02/2019,209318,2291,5,27.3,3,לא פעיל,04/07/2020
C1354,הדר רביב,63,נקבה,תל אביב,פנסיה,07/12/2025,1486908,3574,3,88.5,2,פעיל,
C1355,אלון אברהם,38,זכר,כפר סבא,חיסכון ארוך טווח,06/07/2023,1270545,299,13,39.1,5,פעיל,
C1356,רון אברהם,70,זכר,ירושלים,חיסכון ארוך טווח,04/07/2023,957404,3091,5,90.7,2,לא פעיל,06/02/2025
C1357,עדי ברזילי,65,נקבה,מודיעין,ביטוח בריאות,17/09/2022,842096,4797,12,38,3,פעיל,
C1358,שרה סגל,68,נקבה,אשדוד,תכנון פיננסי,06/08/2020,572145,2111,1,50.6,9,לא פעיל,08/10/2021
C1359,אלון כהן,45,זכר,ירושלים,ביטוח בריאות,19/04/2025,1104292,4218,0,2.9,6,פעיל,
C1360,תומר רוזן,59,זכר,מודיעין,ביטוח חיים,04/02/2025,1275628,3056,15,73.7,5,לא פעיל,29/12/2026
C1361,אלון דהן,33,זכר,ירושלים,ייעוץ השקעות,21/06/2022,681019,5560,4,37.9,5,פעיל,
C1362,ניר גולדשטיין,37,זכר,כפר סבא,ייעוץ מס,19/12/2024,1097151,672,4,45.1,2,פעיל,
C1363,עומר גולדשטיין,32,זכר,אשדוד,ביטוח בריאות,21/02/2025,1562174,3395,5,47.7,4,פעיל,
C1364,יצחק עוז,47,זכר,מודיעין,ביטוח רכב,15/11/2019,821461,131,7,83.7,7,פעיל,
C1365,שחר ברק,53,זכר,ירושלים,ייעוץ מס,28/10/2021,1044430,4634,15,74.8,8,פעיל,
C1366,גיא הלוי,65,זכר,אשדוד,פנסיה,04/11/2020,729817,3274,13,63.3,1,לא פעיל,15/05/2021
C1367,גל לוי,68,נקבה,ירושלים,פנסיה,24/05/2020,784653,2073,1,52.8,9,פעיל,
C1368,שחר עוז,71,זכר,פתח תקווה,פנסיה,11/12/2020,567742,5858,12,29.1,10,לא פעיל,05/08/2022
C1369,תומר לוי,29,זכר,כפר סבא,חיסכון ארוך טווח,07/08/2023,1478122,619,3,26.7,4,פעיל,
C1370,צחי לביא,68,זכר,ירושלים,ביטוח בריאות,08/05/2021,952584,601,12,78,3,לא פעיל,27/03/2023
C1371,נדב מור,54,זכר,פתח תקווה,ייעוץ מס,08/03/2019,1127519,4221,3,90.3,8,לא פעיל,22/11/2020
C1372,יצחק גולדשטיין,45,זכר,ראשון לציון,ביטוח חיים,09/09/2020,835882,966,6,17.4,7,פעיל,
C1373,שני פרץ,36,נקבה,נתניה,חיסכון ארוך טווח,03/04/2024,1295223,713,14,53.5,2,פעיל,
C1374,ליאור שפירא,64,זכר,אשדוד,ביטוח בריאות,06/08/2024,1060763,4444,8,4.4,3,לא פעיל,03/04/2025
C1375,שני ביטון,48,נקבה,רמת גן,ביטוח בריאות,17/09/2025,1405835,3707,10,91,10,פעיל,
C1376,עומר עוז,52,זכר,נתניה,ביטוח חיים,18/03/2025,1398403,4728,5,2.2,2,פעיל,
C1377,תומר ויס,44,זכר,רמת גן,תכנון פיננסי,08/02/2023,1054771,6271,3,58.9,7,פעיל,
C1378,רון פינטו,49,זכר,ראשון לציון,ייעוץ מס,19/02/2023,876003,5577,10,30.1,6,פעיל,
C1379,דור בן דוד,45,זכר,חיפה,ביטוח חיים,29/05/2025,1141768,444,13,67.8,3,פעיל,
